order_id,customer_id,order_date,city,gender,acquisition_channel,device,payment_method,shipping_method,shipping_fee,tax_rate,order_status,product_id,product_category,product_brand,unit_price,quantity,discount_amount,coupon_code,line_subtotal,line_net,order_items,order_gross,order_discount,order_net_before_tax_ship,order_tax,order_total
O0005364,C00438,2025-12-04,Zagazig,Male,Referral,Web,Cash,Express,55,0.155,Delivered,P00028,Office,Brand_SPO_3,630.61,3,310.93,VIP20,1891.83,1580.9,1,1891.83,310.93,1580.9,245.04,1880.94
O0000105,C01149,2024-01-16,Mansoura,Female,Email,Android,Card,Standard,25,0.101,Delivered,P00166,Office,Brand_HOM_2,1480.21,3,0.0,FREESHIP,4440.63,4440.63,4,12655.39,0.0,12655.39,1278.19,13958.58
O0000906,C00620,2024-04-27,Cairo,Female,Organic,Web,Card,Standard,25,0.142,Delivered,P00149,Office,Brand_ELE_1,513.78,3,0.0,,1541.34,1541.34,4,6659.02,0.0,6659.02,945.58,7629.6
O0004940,C00161,2025-10-08,Alexandria,Female,Paid Search,Tablet,Card,Standard,25,0.141,Delivered,P00021,Toys,Brand_HOM_3,1247.55,1,0.0,,1247.55,1247.55,3,5126.88,73.15,5053.73,712.58,5791.31
O0001500,C00592,2024-07-12,Aswan,Female,Organic,Android,Cash,Standard,25,0.13,Delivered,P00008,Automotive,Brand_TOY_3,841.69,3,0.0,,2525.07,2525.07,1,2525.07,0.0,2525.07,328.26,2878.33
O0005437,C00322,2025-12-17,Mansoura,Female,Email,Web,Wallet,Express,55,0.137,Delivered,P00160,Office,Brand_FAS_1,1099.93,1,174.66,RAMADAN15,1099.93,925.27,4,3137.89,488.83,2649.06,362.92,3066.98
O0005217,C00381,2025-11-13,Tanta,,Email,Web,Wallet,Pickup,0,0.124,Delivered,P00119,Beauty,Brand_BEA_2,145.05,2,0.0,,290.1,290.1,4,3171.83,0.0,3171.83,393.31,3565.14
O0004774,C00825,2025-09-15,Aswan,Male,Marketplace,Android,Card,Standard,25,0.107,Delivered,P00022,Sports,Brand_GRO_1,1199.29,2,0.0,FREESHIP,2398.58,2398.58,2,2687.93,0.0,2687.93,287.61,3000.54
O0004867,C00568,2025-09-27,Cairo,Male,Organic,iOS,Wallet,Standard,25,0.146,Delivered,P00077,Fashion,Brand_GAR_1,1469.76,3,0.0,,4409.28,4409.28,4,10565.56,0.0,10565.56,1542.57,12133.13
O0004974,C00984,2025-10-14,Luxor,Female,Marketplace,Web,Cash,Express,55,0.135,Delivered,P00144,Sports,Brand_GAR_3,149.81,1,0.0,,149.81,149.81,3,3430.7,0.0,3430.7,463.14,3948.84
O0004021,C00077,2025-06-02,Zagazig,Male,Organic,Android,Card,Express,55,0.113,Delivered,P00129,Toys,Brand_BEA_1,893.31,2,0.0,,1786.62,1786.62,3,5913.59,52.07,5861.52,662.35,6578.87
O0000212,C00566,2024-01-30,Port Said,Female,Referral,iOS,Wallet,Pickup,0,0.124,Delivered,P00202,Garden,Brand_AUT_1,73.52,3,0.0,,220.56,220.56,5,12424.28,0.0,12424.28,1540.61,13964.89
O0004861,C00729,2025-09-25,Luxor,Other,Marketplace,iOS,Card,Standard,25,0.118,Delivered,P00068,Sports,Brand_TOY_3,572.95,2,0.0,,1145.9,1145.9,5,8202.99,0.0,8202.99,967.95,9195.94
O0005846,C00625,2026-02-08,Ismailia,Male,Organic,iOS,Card,Express,55,0.146,Delivered,P00168,Beauty,Brand_OFF_3,1427.77,3,260.13,RAMADAN15,4283.31,4023.18,5,6764.52,622.6,6141.92,896.72,7093.64
O0002635,C00760,2024-12-04,Suez,Female,Paid Search,Android,Cash,Standard,25,0.154,Delivered,P00092,Office,Brand_AUT_1,637.0,2,176.38,RAMADAN15,1274.0,1097.62,5,6461.64,813.16,5648.48,869.87,6543.35
O0000190,C00847,2024-01-27,Tanta,Female,Organic,Android,Card,Standard,25,0.135,Delivered,P00082,Books,Brand_OFF_3,219.14,1,0.0,,219.14,219.14,4,6308.7,0.0,6308.7,851.67,7185.37
O0000082,C00531,2024-01-12,Luxor,Female,Social,Web,Card,Standard,25,0.154,Delivered,P00101,Office,Brand_FAS_3,1376.2,2,516.26,VIP20,2752.4,2236.14,4,6739.71,1234.0,5505.71,847.88,6378.59
O0000324,C00157,2024-02-14,Giza,Male,Social,Android,Wallet,Standard,25,0.142,Processing,P00220,Garden,Brand_SPO_3,952.42,3,218.91,WELCOME10,2857.26,2638.35,5,6260.69,582.96,5677.73,806.24,6508.97
O0005195,C00208,2025-11-10,Mansoura,Male,Organic,Android,Card,Standard,25,0.117,Delivered,P00209,Fashion,Brand_ELE_1,104.7,1,0.0,,104.7,104.7,4,3889.4,0.0,3889.4,455.06,4369.46
O0004923,C00649,2025-10-06,Tanta,Other,Marketplace,Android,Cash,Express,55,0.104,Delivered,P00057,Toys,Brand_BOO_2,490.63,2,0.0,,981.26,981.26,4,8521.46,0.0,8521.46,886.23,9462.69
O0003366,C00518,2025-03-06,Aswan,Male,Social,Web,Wallet,Standard,25,0.157,Delivered,P00079,Toys,Brand_FAS_2,1173.63,2,0.0,,2347.26,2347.26,5,8778.54,0.0,8778.54,1378.23,10181.77
O0001486,C00840,2024-07-10,Aswan,Male,Marketplace,Android,Card,Standard,25,0.139,Delivered,P00044,Sports,Brand_PET_1,232.93,3,0.0,,698.79,698.79,2,3253.05,0.0,3253.05,452.17,3730.22
O0003853,C00285,2025-05-09,Port Said,Female,Social,Android,Card,Standard,25,0.151,Delivered,P00035,Garden,Brand_GRO_3,370.26,3,0.0,,1110.78,1110.78,4,6130.52,0.0,6130.52,925.71,7081.23
O0002449,C00526,2024-11-09,Suez,Female,Email,Web,Wallet,Standard,25,0.111,Delivered,P00173,Office,Brand_SPO_2,890.62,3,0.0,,2671.86,2671.86,4,9391.29,0.0,9391.29,1042.43,10458.72
O0004056,C00170,2025-06-08,Suez,Male,Paid Search,Android,Cash,Express,55,0.101,Delivered,P00073,Books,Brand_PET_2,1388.77,2,0.0,,2777.54,2777.54,3,4239.63,0.0,4239.63,428.2,4722.83
O0002355,C00572,2024-10-29,Suez,Female,Referral,Android,Cash,Standard,25,0.115,Delivered,P00100,Home,Brand_OFF_1,1424.31,2,0.0,,2848.62,2848.62,5,6206.14,0.0,6206.14,713.71,6944.85
O0003820,C00245,2025-05-04,Cairo,Female,Organic,Android,Cash,Standard,25,0.105,Delivered,P00071,Office,Brand_OFF_3,1253.52,3,268.92,VIP20,3760.56,3491.64,3,5887.48,489.35,5398.13,566.8,5989.93
O0003268,C00607,2025-02-23,Tanta,Male,Organic,Android,Cash,Standard,25,0.157,Canceled,P00177,Automotive,Brand_ELE_2,1241.59,2,0.0,,2483.18,2483.18,4,6727.17,0.0,6727.17,1056.17,7808.34
O0001805,C00820,2024-08-19,Ismailia,Female,Email,Android,Wallet,Standard,25,0.121,Delivered,P00037,Garden,Brand_AUT_1,1228.52,2,0.0,,2457.04,2457.04,3,3739.36,0.0,3739.36,452.46,4216.82
O0005104,C00826,2025-10-31,Giza,Female,Email,Android,Cash,Express,55,0.102,Delivered,P00032,Beauty,Brand_BOO_3,1303.89,1,169.25,BUNDLE5,1303.89,1134.64,2,3714.75,580.05,3134.7,319.74,3509.44
O0002643,C01036,2024-12-06,Luxor,Male,Marketplace,iOS,Wallet,Standard,25,0.126,Returned,P00118,Home,Brand_FAS_3,1094.06,3,0.0,,3282.18,3282.18,5,9757.72,0.0,9757.72,1229.47,11012.19
O0002865,C00626,2025-01-03,Zagazig,Female,Referral,Android,Card,Standard,25,0.102,Delivered,P00064,Pet,Brand_BOO_3,389.09,1,0.0,,389.09,389.09,3,3293.71,0.0,3293.71,335.96,3654.67
O0002940,C00261,2025-01-11,Mansoura,Male,Marketplace,Android,Wallet,Express,55,0.106,Delivered,P00025,Office,Brand_GRO_2,916.9,2,0.0,,1833.8,1833.8,4,8613.0,0.0,8613.0,912.98,9580.98
O0002052,C00182,2024-09-17,Cairo,Male,Referral,Android,Card,Standard,25,0.155,Delivered,P00118,Home,Brand_FAS_3,1094.06,1,0.0,,1094.06,1094.06,3,6133.8,0.0,6133.8,950.74,7109.54
O0000972,C00673,2024-05-05,Giza,Male,Referral,Web,Cash,Standard,25,0.155,Delivered,P00052,Beauty,Brand_ELE_1,278.47,3,141.94,RAMADAN15,835.41,693.47,4,8762.07,1203.82,7558.25,1171.53,8754.78
O0001399,C00207,2024-06-27,Luxor,Male,Paid Search,Android,Card,Standard,25,0.129,Delivered,P00028,Office,Brand_SPO_3,630.61,3,0.0,,1891.83,1891.83,2,3292.38,0.0,3292.38,424.72,3742.1
O0005535,C00095,2025-12-29,Zagazig,Male,Marketplace,Android,Card,Express,55,0.13,Delivered,P00010,Home,Brand_BEA_1,176.73,2,50.41,WELCOME10,353.46,303.05,5,5716.36,537.59,5178.77,673.24,5907.01
O0001738,C01128,2024-08-11,Giza,Female,Referral,Android,Cash,Express,55,0.135,Delivered,P00149,Office,Brand_ELE_1,513.78,3,112.71,RAMADAN15,1541.34,1428.63,5,10306.22,1223.84,9082.38,1226.12,10363.5
O0003378,C01101,2025-03-08,Ismailia,Female,Organic,Android,Card,Express,55,0.139,Delivered,P00208,Pet,Brand_OFF_2,1277.13,1,0.0,,1277.13,1277.13,4,4861.34,0.0,4861.34,675.73,5592.07
O0001506,C00663,2024-07-12,Ismailia,Other,Email,Android,Card,Express,55,0.139,Delivered,P00022,Sports,Brand_GRO_1,1199.29,1,0.0,,1199.29,1199.29,4,6276.31,0.0,6276.31,872.41,7203.72
O0004785,C00988,2025-09-16,Ismailia,Male,Email,iOS,Card,Standard,25,0.125,Delivered,P00147,Electronics,Brand_BOO_2,1166.0,2,0.0,,2332.0,2332.0,4,6869.16,0.0,6869.16,858.64,7752.8
O0003705,C00651,2025-04-21,Giza,Male,Referral,iOS,Cash,Standard,25,0.116,Delivered,P00083,Home,Brand_ELE_1,813.38,3,0.0,,2440.14,2440.14,2,4265.34,0.0,4265.34,494.78,4785.12
O0000690,C00630,2024-03-30,Aswan,Male,Paid Search,Web,Cash,Standard,25,0.143,Delivered,P00184,Automotive,Brand_PET_2,183.67,2,19.48,WELCOME10,367.34,347.86,3,2067.23,127.96,1939.27,277.32,2241.59
O0003598,C00526,2025-04-06,Aswan,Female,Organic,Web,Card,Standard,25,0.158,Delivered,P00008,Automotive,Brand_TOY_3,841.69,1,0.0,,841.69,841.69,4,4804.13,0.0,4804.13,759.05,5588.18
O0002233,C01034,2024-10-11,Cairo,Female,Paid Search,Web,Wallet,Standard,25,0.15,Delivered,P00178,Home,Brand_BEA_2,457.13,2,0.0,,914.26,914.26,4,2823.13,0.0,2823.13,423.47,3271.6
O0005424,C00866,2025-12-14,Mansoura,Male,Organic,iOS,Card,Standard,25,0.152,Delivered,P00053,Sports,Brand_HOM_3,99.01,1,17.58,VIP20,99.01,81.43,2,3079.93,423.6,2656.33,403.76,3085.09
O0001816,C01053,2024-08-21,Suez,Male,Paid Search,Web,Cash,Standard,25,0.101,Returned,P00020,Books,Brand_GRO_2,181.53,3,0.0,,544.59,544.59,3,3733.13,0.0,3733.13,377.05,4135.18
O0000149,C00535,2024-01-21,Alexandria,Female,Organic,Web,Cash,Express,55,0.144,Delivered,P00062,Automotive,Brand_BOO_3,288.62,1,0.0,,288.62,288.62,5,3461.66,0.0,3461.66,498.48,4015.14
O0004330,C00658,2025-07-19,Aswan,Male,Organic,Android,Card,Express,55,0.106,Delivered,P00053,Sports,Brand_HOM_3,99.01,2,21.76,RAMADAN15,198.02,176.26,2,2273.33,389.35,1883.98,199.7,2138.68
O0004206,C00719,2025-07-01,Mansoura,Female,Referral,iOS,Card,Standard,25,0.146,Delivered,P00095,Garden,Brand_BEA_3,562.26,1,0.0,,562.26,562.26,3,3699.32,0.0,3699.32,540.1,4264.42
O0002357,C00668,2024-10-29,Alexandria,Female,Marketplace,iOS,Cash,Express,55,0.156,Delivered,P00024,Pet,Brand_GRO_3,805.54,1,141.16,WELCOME10,805.54,664.38,5,6728.84,640.41,6088.43,949.8,7093.23
O0005793,C00319,2026-01-31,Tanta,Male,Organic,Tablet,Bank Transfer,Standard,25,0.12,Delivered,P00095,Garden,Brand_BEA_3,562.26,2,0.0,,1124.52,1124.52,3,2714.36,0.0,2714.36,325.72,3065.08
O0000773,C00344,2024-04-10,Luxor,Male,Organic,Android,Card,Standard,25,0.119,Delivered,P00219,Books,Brand_ELE_3,1122.88,1,0.0,,1122.88,1122.88,5,8512.26,0.0,8512.26,1012.96,9550.22
O0005598,C01006,2026-01-05,Luxor,Male,Referral,Android,Card,Express,55,0.113,Canceled,P00030,Books,Brand_ELE_2,650.31,2,198.25,WELCOME10,1300.62,1102.37,4,3378.81,299.02,3079.79,348.02,3482.81
O0000162,C00626,2024-01-24,Zagazig,Male,Organic,Android,Cash,Pickup,0,0.134,Delivered,P00143,Fashion,Brand_BEA_3,193.31,2,0.0,,386.62,386.62,2,2683.72,0.0,2683.72,359.62,3043.34
O0003324,C00354,2025-03-01,Giza,Female,Organic,Web,Card,Standard,25,0.11,Delivered,P00182,Home,Brand_OFF_1,1379.29,1,0.0,,1379.29,1379.29,4,4696.09,0.0,4696.09,516.57,5237.66
O0000184,C00020,2024-01-26,Zagazig,Female,Referral,Web,Card,Standard,25,0.141,Processing,P00102,Beauty,Brand_HOM_1,731.75,1,0.0,,731.75,731.75,3,4192.65,0.0,4192.65,591.16,4808.81
O0003805,C00738,2025-05-03,Mansoura,Male,Social,Android,Card,Standard,25,0.151,Delivered,P00050,Office,Brand_GRO_1,51.3,3,28.09,VIP20,153.9,125.81,3,2674.31,339.82,2334.49,352.51,2712.0
O0003914,C00375,2025-05-19,Ismailia,Female,Organic,Android,Cash,Express,55,0.127,Delivered,P00068,Sports,Brand_TOY_3,572.95,2,0.0,,1145.9,1145.9,5,8850.48,0.0,8850.48,1124.01,10029.49
O0003077,C00922,2025-01-31,Tanta,Female,Referral,Tablet,Wallet,Standard,25,0.147,Delivered,P00027,Sports,Brand_OFF_1,912.6,2,0.0,,1825.2,1825.2,2,4157.2,0.0,4157.2,611.11,4793.31
O0001617,C01172,2024-07-25,Port Said,Male,Email,iOS,Wallet,Express,55,0.153,Returned,P00024,Pet,Brand_GRO_3,805.54,3,109.36,VIP20,2416.62,2307.26,2,2607.55,141.88,2465.67,377.25,2897.92
O0005981,C01112,2026-02-25,Alexandria,Female,Marketplace,Android,Wallet,Standard,25,0.127,Returned,P00003,Grocery,Brand_AUT_2,1001.04,3,0.0,,3003.12,3003.12,5,9784.01,284.61,9499.4,1206.42,10730.82
O0000956,C00654,2024-05-02,Aswan,Male,Organic,Android,Cash,Pickup,0,0.122,Delivered,P00208,Pet,Brand_OFF_2,1277.13,3,916.52,VIP20,3831.39,2914.87,5,6789.76,1393.26,5396.5,658.37,6054.87
O0003261,C00453,2025-02-22,Cairo,Female,Social,Android,Cash,Pickup,0,0.122,Delivered,P00104,Electronics,Brand_GAR_3,812.44,1,0.0,,812.44,812.44,2,1289.88,0.0,1289.88,157.37,1447.25
O0002938,C00819,2025-01-11,Suez,Female,Paid Search,Web,Wallet,Pickup,0,0.148,Delivered,P00038,Office,Brand_HOM_1,175.81,2,0.0,,351.62,351.62,5,5276.74,0.0,5276.74,780.96,6057.7
O0001438,C00542,2024-07-04,Alexandria,Female,Organic,Android,Cash,Standard,25,0.159,Delivered,P00182,Home,Brand_OFF_1,1379.29,3,0.0,,4137.87,4137.87,2,4973.28,0.0,4973.28,790.75,5789.03
O0004062,C00760,2025-06-10,Tanta,Male,Organic,Web,Wallet,Standard,25,0.146,Returned,P00065,Sports,Brand_BOO_1,865.42,2,0.0,,1730.84,1730.84,3,8288.96,0.0,8288.96,1210.19,9524.15
O0004299,C01130,2025-07-14,Zagazig,Other,Paid Search,Web,Bank Transfer,Express,55,0.113,Delivered,P00048,Garden,Brand_SPO_1,247.35,1,0.0,,247.35,247.35,3,2298.15,0.0,2298.15,259.69,2612.84
O0004601,C00286,2025-08-22,Tanta,Female,Email,Android,Card,Express,55,0.136,Delivered,P00110,Automotive,Brand_TOY_2,446.47,3,0.0,,1339.41,1339.41,5,6383.52,0.0,6383.52,868.16,7306.68
O0005885,C00439,2026-02-13,Zagazig,Female,Paid Search,Tablet,Card,Standard,25,0.115,Returned,P00006,Garden,Brand_FAS_3,1388.72,2,0.0,,2777.44,2777.44,5,9902.16,104.87,9797.29,1126.69,10948.98
O0005355,C00801,2025-12-02,Giza,Male,Organic,Android,Wallet,Standard,25,0.121,Delivered,P00005,Books,Brand_AUT_2,443.94,1,0.0,,443.94,443.94,4,2295.43,0.0,2295.43,277.75,2598.18
O0002099,C00919,2024-09-23,Giza,Female,Social,Web,Card,Standard,25,0.125,Processing,P00179,Garden,Brand_FAS_2,698.65,2,0.0,,1397.3,1397.3,5,8778.6,107.68,8670.92,1083.86,9779.78
O0002022,C01011,2024-09-14,Alexandria,Male,Organic,Tablet,Bank Transfer,Standard,25,0.132,Processing,P00164,Sports,Brand_BEA_3,729.47,3,0.0,,2188.41,2188.41,1,2188.41,0.0,2188.41,288.87,2502.28
O0001607,C00554,2024-07-23,Aswan,Female,Organic,Android,Card,Standard,25,0.135,Delivered,P00127,Electronics,Brand_PET_3,1420.12,1,0.0,,1420.12,1420.12,5,7384.69,0.0,7384.69,996.93,8406.62
O0005367,C00212,2025-12-05,Zagazig,Female,Social,iOS,Wallet,Standard,25,0.113,Delivered,P00143,Fashion,Brand_BEA_3,193.31,1,0.0,,193.31,193.31,1,193.31,0.0,193.31,21.84,240.15
O0000006,C00049,2024-01-01,Port Said,Male,Paid Search,Web,Wallet,Standard,25,0.122,Delivered,P00126,Toys,Brand_FAS_1,1196.77,2,0.0,,2393.54,2393.54,3,6709.67,0.0,6709.67,818.58,7553.25
O0005689,C01197,2026-01-16,Alexandria,Male,Paid Search,Web,Card,Standard,25,0.154,Delivered,P00112,Office,Brand_SPO_2,319.56,1,0.0,,319.56,319.56,5,5694.57,0.0,5694.57,876.96,6596.53
O0001379,C00620,2024-06-25,Tanta,Male,Marketplace,Web,Wallet,Standard,25,0.13,Delivered,P00019,Garden,Brand_FAS_3,46.4,1,0.0,,46.4,46.4,1,46.4,0.0,46.4,6.03,77.43
O0002177,C01008,2024-10-02,Aswan,Male,Marketplace,Android,Card,Express,55,0.139,Delivered,P00082,Books,Brand_OFF_3,219.14,3,0.0,FREESHIP,657.42,657.42,4,5099.65,0.0,5099.65,708.85,5863.5
O0005789,C01015,2026-01-31,Tanta,Male,Organic,Android,Wallet,Standard,25,0.108,Delivered,P00005,Books,Brand_AUT_2,443.94,1,0.0,,443.94,443.94,4,7443.9,0.0,7443.9,803.94,8272.84
O0001854,C00571,2024-08-25,Giza,Female,Organic,Android,Card,Standard,25,0.12,Delivered,P00106,Office,Brand_BEA_3,985.83,2,0.0,,1971.66,1971.66,5,8768.87,0.0,8768.87,1052.26,9846.13
O0005434,C00542,2025-12-16,Suez,Female,Organic,iOS,Card,Standard,25,0.111,Delivered,P00121,Books,Brand_GRO_2,223.36,1,58.269999999999996,WELCOME10,223.36,165.09,4,2165.14,172.55,1992.59,221.18,2238.77
O0002222,C00085,2024-10-10,Port Said,Male,Organic,Web,Cash,Express,55,0.14,Delivered,P00049,Automotive,Brand_GRO_2,190.93,3,100.93,,572.79,471.86,4,3731.87,100.93,3630.94,508.33,4194.27
O0003135,C00825,2025-02-08,Alexandria,Female,Social,Android,Card,Standard,25,0.143,Canceled,P00046,Pet,Brand_TOY_3,264.99,2,43.03,BUNDLE5,529.98,486.95,2,2607.15,373.56,2233.59,319.4,2577.99
O0000586,C00689,2024-03-18,Port Said,Male,Marketplace,Android,Cash,Standard,25,0.152,Delivered,P00156,Grocery,Brand_HOM_1,238.72,3,0.0,,716.16,716.16,5,3465.52,0.0,3465.52,526.76,4017.28
O0001146,C01116,2024-05-27,Cairo,Female,Organic,iOS,Cash,Standard,25,0.155,Delivered,P00087,Home,Brand_FAS_2,589.93,1,0.0,,589.93,589.93,3,4920.04,0.0,4920.04,762.61,5707.65
O0001412,C00307,2024-06-30,Aswan,Male,Social,iOS,Bank Transfer,Standard,25,0.123,Returned,P00158,Toys,Brand_AUT_3,668.1,2,233.19,FREESHIP,1336.2,1103.01,5,5377.14,233.19,5143.95,632.71,5801.66
O0004862,C00765,2025-09-25,Ismailia,Female,Referral,Android,Card,Standard,25,0.155,Delivered,P00021,Toys,Brand_HOM_3,1247.55,3,0.0,,3742.65,3742.65,3,7079.62,0.0,7079.62,1097.34,8201.96
O0000978,C00167,2024-05-06,Mansoura,Male,Referral,Android,Card,Standard,25,0.122,Delivered,P00180,Toys,Brand_FAS_3,674.62,2,0.0,,1349.24,1349.24,5,3490.96,0.0,3490.96,425.9,3941.86
O0001008,C00730,2024-05-09,Ismailia,Male,Organic,Web,Card,Standard,25,0.105,Delivered,P00128,Office,Brand_PET_1,395.01,3,0.0,,1185.03,1185.03,5,5157.19,0.0,5157.19,541.5,5723.69
O0000414,C00421,2024-02-24,Cairo,Male,Paid Search,Android,Card,Standard,25,0.132,Delivered,P00067,Garden,Brand_HOM_3,92.9,3,11.21,VIP20,278.7,267.49,4,6345.23,890.25,5454.98,720.06,6200.04
O0002720,C00910,2024-12-16,Alexandria,,Paid Search,Web,Wallet,Standard,25,0.103,Delivered,P00078,Beauty,Brand_BOO_1,1207.0,2,0.0,,2414.0,2414.0,5,7316.76,0.0,7316.76,753.63,8095.39
O0003419,C00924,2025-03-13,Port Said,Female,Organic,iOS,Card,Standard,25,0.12,Delivered,P00128,Office,Brand_PET_1,395.01,1,0.0,,395.01,395.01,5,7024.45,0.0,7024.45,842.93,7892.38
O0001011,C00256,2024-05-09,Luxor,Female,Referral,Android,Card,Standard,25,0.126,Delivered,P00009,Beauty,Brand_TOY_2,958.28,1,0.0,,958.28,958.28,3,5197.37,0.0,5197.37,654.87,5877.24
O0001238,C00475,2024-06-06,Ismailia,Female,Paid Search,Android,Card,Standard,25,0.116,Returned,P00046,Pet,Brand_TOY_3,264.99,1,0.0,,264.99,264.99,4,6058.03,0.0,6058.03,702.73,6785.76
O0000832,C00264,2024-04-17,Mansoura,Female,Marketplace,Android,Cash,Express,55,0.153,Delivered,P00028,Office,Brand_SPO_3,630.61,1,0.0,,630.61,630.61,3,4838.13,0.0,4838.13,740.23,5633.36
O0003393,C00631,2025-03-10,Mansoura,Male,Email,Web,Cash,Pickup,0,0.149,Returned,P00076,Books,Brand_TOY_1,1355.93,1,0.0,,1355.93,1355.93,1,1355.93,0.0,1355.93,202.03,1557.96
O0005190,C01193,2025-11-10,Suez,Male,Marketplace,Web,Wallet,Standard,25,0.144,Delivered,P00192,Grocery,Brand_BEA_3,982.19,3,0.0,,2946.57,2946.57,1,2946.57,0.0,2946.57,424.31,3395.88
O0003995,C00573,2025-05-30,Tanta,Female,Email,Web,Card,Standard,25,0.105,Delivered,P00194,Sports,Brand_HOM_2,1347.61,2,0.0,,2695.22,2695.22,4,7868.53,0.0,7868.53,826.2,8719.73
O0001311,C00241,2024-06-16,Cairo,Male,Organic,Web,Card,Pickup,0,0.156,Delivered,P00135,Office,Brand_PET_2,709.66,1,0.0,,709.66,709.66,2,1209.73,0.0,1209.73,188.72,1398.45
O0003267,C01131,2025-02-22,Tanta,Male,Social,Android,Card,Standard,25,0.143,Delivered,P00092,Office,Brand_AUT_1,637.0,1,0.0,FREESHIP,637.0,637.0,2,1092.4,0.0,1092.4,156.21,1273.61
O0003232,C00330,2025-02-19,Ismailia,Female,Social,Web,Card,Express,55,0.116,Delivered,P00024,Pet,Brand_GRO_3,805.54,1,30.24,RAMADAN15,805.54,775.3,4,3696.18,436.18,3260.0,378.16,3693.16
O0003823,C00498,2025-05-04,Tanta,Male,Social,iOS,Card,Standard,25,0.116,Delivered,P00213,Office,Brand_OFF_3,1053.22,3,0.0,,3159.66,3159.66,2,4583.97,0.0,4583.97,531.74,5140.71
O0004930,C00558,2025-10-07,Zagazig,Female,Paid Search,Android,Card,Standard,25,0.155,Returned,P00058,Home,Brand_OFF_2,766.7,3,0.0,,2300.1,2300.1,1,2300.1,0.0,2300.1,356.52,2681.62
O0000506,C00111,2024-03-09,Port Said,Male,Organic,Web,Wallet,Pickup,0,0.12,Delivered,P00139,Sports,Brand_HOM_1,748.39,1,0.0,,748.39,748.39,5,8650.67,0.0,8650.67,1038.08,9688.75
O0003511,C00132,2025-03-24,Giza,Male,Email,Android,Wallet,Standard,25,0.146,Delivered,P00162,Grocery,Brand_PET_1,1405.49,3,0.0,,4216.47,4216.47,2,8432.04,0.0,8432.04,1231.08,9688.12
O0002648,C00609,2024-12-06,Mansoura,Male,Email,Web,Cash,Standard,25,0.155,Processing,P00149,Office,Brand_ELE_1,513.78,3,0.0,,1541.34,1541.34,4,5503.96,0.0,5503.96,853.11,6382.07
O0001502,C00097,2024-07-12,Suez,Female,Social,Android,Card,Standard,25,0.157,Delivered,P00036,Electronics,Brand_HOM_3,1124.1,2,0.0,,2248.2,2248.2,4,5675.49,0.0,5675.49,891.05,6591.54
O0003621,C00112,2025-04-09,Suez,Male,Paid Search,Web,Cash,Express,55,0.122,Delivered,P00046,Pet,Brand_TOY_3,264.99,3,121.91,RAMADAN15,794.97,673.06,4,7261.75,1153.54,6108.21,745.2,6908.41
O0003488,C00809,2025-03-21,Cairo,Male,Social,iOS,Cash,Standard,25,0.103,Delivered,P00018,Home,Brand_BOO_1,1181.45,1,0.0,FREESHIP,1181.45,1181.45,5,5314.59,106.42,5208.17,536.44,5769.61
O0003647,C01050,2025-04-12,Tanta,Male,Social,Android,Card,Express,55,0.119,Delivered,P00143,Fashion,Brand_BEA_3,193.31,3,0.0,,579.93,579.93,5,6520.09,0.0,6520.09,775.89,7350.98
O0002279,C00709,2024-10-18,Luxor,Female,Organic,Android,Card,Standard,25,0.149,Delivered,P00113,Toys,Brand_FAS_3,1048.3,2,0.0,,2096.6,2096.6,5,7965.54,0.0,7965.54,1186.87,9177.41
O0004307,C00690,2025-07-15,Mansoura,Female,Social,Web,Card,Pickup,0,0.115,Delivered,P00191,Automotive,Brand_BEA_1,1005.21,1,0.0,,1005.21,1005.21,2,2263.82,0.0,2263.82,260.34,2524.16
O0001040,C00476,2024-05-13,Zagazig,Female,Paid Search,iOS,Cash,Standard,25,0.12,Delivered,P00097,Beauty,Brand_AUT_3,581.61,3,0.0,,1744.83,1744.83,4,5312.79,0.0,5312.79,637.53,5975.32
O0003582,C00961,2025-04-04,Alexandria,Male,Paid Search,iOS,Cash,Standard,25,0.136,Delivered,P00033,Home,Brand_BEA_1,691.77,1,0.0,,691.77,691.77,3,1511.71,0.0,1511.71,205.59,1742.3
O0004849,C01190,2025-09-24,Cairo,Male,Email,Web,Card,Standard,25,0.149,Delivered,P00071,Office,Brand_OFF_3,1253.52,3,0.0,,3760.56,3760.56,5,9723.53,0.0,9723.53,1448.81,11197.34
O0005232,C00046,2025-11-15,Zagazig,Male,Organic,iOS,Card,Pickup,0,0.137,Delivered,P00097,Beauty,Brand_AUT_3,581.61,2,232.28,WELCOME10,1163.22,930.94,3,3550.68,455.1,3095.58,424.09,3519.67
O0004048,C00888,2025-06-07,Port Said,Male,Social,Android,Card,Express,55,0.154,Delivered,P00211,Fashion,Brand_HOM_1,1393.14,3,0.0,,4179.42,4179.42,3,8886.05,0.0,8886.05,1368.45,10309.5
O0000113,C00278,2024-01-17,Aswan,Female,Social,Tablet,Cash,Express,55,0.13,Delivered,P00103,Office,Brand_GRO_2,505.97,3,0.0,,1517.91,1517.91,5,6052.49,0.0,6052.49,786.82,6894.31
O0005847,C00519,2026-02-08,Ismailia,Female,Referral,Android,Card,Standard,25,0.154,Canceled,P00180,Toys,Brand_FAS_3,674.62,3,0.0,,2023.86,2023.86,5,8352.19,0.0,8352.19,1286.24,9663.43
